DATE,T2M,TMIN,TMAX,TDEW,RH2M,RAIN,WIND,SRAD,Evapotranspiration
1987-09-22,25.6,23.7,28.0,23.9,90.4,5.5,3.2,15.1,2.0551
1987-09-23,25.6,24.5,27.3,24.1,91.3,7.5,2.5,10.2,2.0116
1987-09-24,25.3,24.3,26.5,23.8,91.4,19.3,3.2,9.4,2.0187
1987-09-25,25.8,23.7,28.5,23.0,84.9,4.5,2.2,23.7,2.7278
1987-09-26,26.1,24.1,28.9,23.2,84.2,0.2,2.0,23.1,2.4039
1987-09-27,25.6,23.8,28.1,23.0,86.3,0.2,2.1,18.1,2.4751
1987-09-28,25.3,23.8,27.4,22.8,86.1,0.7,2.1,21.5,2.6306
1987-09-29,25.2,23.5,27.6,23.3,89.1,2.3,2.3,19.3,2.9778
1987-09-30,24.8,23.8,26.5,23.3,91.1,14.3,1.4,18.2,2.5557
1987-10-01,25.5,23.7,28.0,23.7,89.8,18.9,1.9,19.3,2.5857
1987-10-02,25.5,24.0,27.8,23.9,90.7,11.9,2.2,6.2,2.207
1987-10-03,25.6,23.4,28.3,23.6,89.1,4.6,1.8,23.1,2.5046
1987-10-04,26.0,24.1,29.0,23.8,87.8,2.4,1.8,19.5,2.3449
1987-10-05,25.5,24.0,27.8,22.9,85.6,1.4,1.4,20.8,2.3575
1987-10-06,25.6,23.5,28.2,23.1,86.4,2.4,1.4,19.0,2.1037
1987-10-07,25.7,24.0,28.6,23.3,86.9,0.8,1.4,22.3,2.6034
1987-10-08,25.8,24.1,28.2,23.8,88.9,7.2,2.0,16.5,2.5025
1987-10-09,25.4,24.4,26.6,23.8,91.2,49.6,1.8,12.2,2.0069
1987-10-10,26.6,24.6,29.3,23.8,85.1,14.6,1.4,21.6,2.7173
1987-10-11,26.4,24.8,29.0,24.1,87.4,3.7,1.8,18.2,2.5169
1987-10-12,25.2,24.2,26.3,23.5,90.5,22.8,1.7,17.7,2.5044
1987-10-13,26.0,23.4,29.5,23.5,86.6,36.5,1.6,21.6,2.352
1987-10-14,26.1,24.4,28.8,24.3,90.1,5.7,1.8,22.9,2.6114
1987-10-15,25.8,24.3,28.0,23.8,88.8,2.0,1.1,17.8,2.3039
1987-10-16,25.9,24.0,28.1,23.8,88.2,0.6,2.0,19.5,2.2261
1987-10-17,25.9,24.5,28.3,24.2,90.1,4.7,2.0,17.4,2.4983
1987-10-18,26.2,24.2,28.9,24.2,88.8,10.5,2.0,20.2,2.2002
1987-10-19,26.7,24.7,29.6,24.3,87.0,8.3,1.6,17.1,2.6341
1987-10-20,26.0,25.2,27.2,24.7,92.6,8.2,2.0,13.4,2.5519
1987-10-21,26.5,25.2,28.9,24.6,89.5,9.4,1.3,16.0,2.4373
1987-10-22,26.6,24.2,29.2,23.4,83.2,3.4,1.4,19.6,2.6911
1987-10-23,27.3,23.0,31.2,23.0,78.0,2.1,1.3,20.3,2.9273
1987-10-24,27.4,24.2,30.8,24.0,82.4,2.1,1.3,21.8,3.6098
1987-10-25,26.1,24.8,28.4,24.2,89.2,1.0,1.6,19.9,2.9012
1987-10-26,25.6,24.3,27.6,24.0,90.8,7.4,2.2,15.0,2.6413
1987-10-27,25.9,24.5,28.2,23.8,88.6,6.8,1.4,19.2,2.7632
1987-10-28,26.3,24.4,29.1,23.3,83.7,1.6,0.8,14.8,2.6725
1987-10-29,26.8,24.3,30.1,23.7,83.7,0.6,1.3,14.5,2.9255
1987-10-30,26.3,24.7,29.0,23.7,85.7,11.2,1.0,12.1,2.2127
1987-10-31,25.8,24.5,27.9,23.3,86.4,12.4,0.8,19.9,2.5946
1987-11-01,26.0,24.3,28.3,24.1,89.2,1.0,1.9,19.7,2.6159
1987-11-02,26.9,24.6,30.0,24.6,87.9,1.3,2.4,17.3,2.1738
1987-11-03,26.6,24.4,29.6,23.8,85.4,0.2,2.1,19.6,2.4833
1987-11-04,26.5,24.2,29.5,23.5,83.9,7.0,1.4,20.8,2.2514
1987-11-05,26.6,24.6,29.4,23.7,84.2,5.8,1.2,19.0,2.1973
1987-11-06,26.3,24.2,29.4,23.6,85.6,8.4,1.0,18.1,2.7113
1987-11-07,25.8,24.2,28.4,23.8,88.9,13.7,1.6,14.8,2.5596
1987-11-08,25.1,24.3,26.0,24.1,94.1,24.0,2.0,15.0,2.6059
1987-11-09,25.2,24.2,26.4,23.9,92.6,21.1,2.9,10.8,2.1636
1987-11-10,25.9,23.5,29.0,20.8,74.2,6.6,1.7,20.8,2.5474
1987-11-11,24.9,21.6,28.5,19.4,72.1,2.0,2.1,18.1,2.7274
1987-11-12,25.1,21.9,28.8,20.4,75.6,0.0,1.8,15.1,2.6904
1987-11-13,25.3,23.4,27.4,22.6,85.1,0.7,3.0,15.4,2.2982
1987-11-14,26.0,24.5,28.6,23.4,85.6,12.2,2.4,18.4,2.4565
1987-11-15,26.0,24.1,28.7,21.4,76.2,4.6,1.4,21.1,2.2936
1987-11-16,25.2,21.2,28.6,21.4,79.8,0.9,0.9,18.5,2.3576
1987-11-17,26.4,23.7,29.6,23.0,82.0,0.4,0.9,17.7,2.4513
1987-11-18,26.7,25.0,29.3,24.1,86.1,0.5,1.2,14.5,2.1925
1987-11-19,25.6,23.7,27.8,23.7,89.4,4.0,2.0,14.1,2.6714
1987-11-20,24.8,22.7,27.3,22.4,86.7,72.0,2.0,14.8,1.9097
1987-11-21,26.0,23.2,29.2,23.1,84.3,28.6,1.2,17.7,2.5233
1987-11-22,26.6,23.8,29.4,23.5,83.4,1.2,0.9,19.9,2.5957
1987-11-23,25.8,23.9,28.3,23.3,86.1,1.3,1.3,18.9,2.7158
1987-11-24,25.9,23.4,28.4,22.6,82.4,0.5,1.4,18.1,2.3715
1987-11-25,25.7,24.2,27.4,22.5,82.6,7.6,0.6,14.7,2.1249
1987-11-26,26.2,23.2,29.8,22.9,82.9,3.1,1.2,19.3,2.6308
1987-11-27,26.1,21.9,29.6,20.1,71.0,0.1,1.3,21.4,2.6732
1987-11-28,25.6,21.4,29.5,20.2,72.3,0.0,1.2,20.5,2.8789
1987-11-29,25.5,21.4,29.2,19.9,71.9,0.0,1.4,19.4,2.8183
1987-11-30,25.7,21.2,29.5,19.5,69.8,0.0,1.4,18.8,3.0336
1987-12-01,25.4,21.5,29.3,20.5,74.8,0.0,1.3,20.2,2.8927
1987-12-02,25.8,22.3,29.6,21.6,78.1,0.0,1.3,19.8,2.3189
1987-12-03,26.4,23.3,30.0,22.5,79.6,0.0,1.3,18.9,2.5296
1987-12-04,26.4,24.7,28.5,23.3,83.6,2.1,1.6,14.5,2.4727
1987-12-05,26.4,24.2,29.4,23.3,83.2,2.5,1.1,7.6,2.4399
1987-12-06,25.3,23.6,27.3,23.1,87.8,2.4,2.2,3.8,1.4676
1987-12-07,25.9,23.3,29.5,23.1,85.1,16.6,2.6,16.4,2.9243
1987-12-08,26.1,23.3,29.7,24.0,88.4,11.3,2.4,17.3,2.4788
1987-12-09,26.3,24.7,28.9,24.1,87.7,9.4,2.4,10.7,2.2877
1987-12-10,26.5,24.3,29.5,23.6,84.4,1.4,2.2,17.4,2.4691
1987-12-11,26.4,24.1,29.0,23.5,84.8,0.7,1.4,18.1,2.2648
1987-12-12,26.3,24.6,28.6,23.7,85.8,3.1,1.3,14.5,2.3832
1987-12-13,25.6,23.5,28.1,22.3,82.2,4.9,1.1,15.7,2.3265
1987-12-14,26.3,23.4,29.5,21.8,77.0,6.6,1.2,15.2,2.5019
1987-12-15,26.2,23.3,29.7,22.3,79.2,3.7,1.4,18.0,2.6782
1987-12-16,25.4,21.8,29.2,21.6,79.7,5.2,1.5,17.3,2.6449
1987-12-17,25.3,23.6,28.0,22.4,84.1,1.0,1.6,19.3,2.4566
1987-12-18,25.4,22.4,28.9,21.8,80.7,0.1,1.2,17.9,2.752
1987-12-19,26.3,23.4,29.5,21.1,73.9,1.8,0.7,19.4,2.4967
1987-12-20,25.6,21.8,29.6,20.6,75.1,0.3,1.1,19.6,2.8541
1987-12-21,26.0,22.4,29.7,21.4,76.2,0.0,1.0,19.9,2.8367
1987-12-22,25.3,21.7,28.9,21.1,78.4,0.1,1.4,18.7,3.0682
1987-12-23,25.7,22.9,29.2,23.1,85.8,3.8,1.5,6.7,2.4885
1987-12-24,25.2,24.2,26.2,22.8,86.9,4.6,1.5,16.9,2.6757
1987-12-25,26.1,23.4,29.9,22.4,80.9,3.4,1.7,19.1,2.8935
1987-12-26,25.4,22.4,29.4,21.6,80.2,1.3,2.9,19.6,3.0744
1987-12-27,24.2,20.9,28.8,19.7,77.1,0.1,2.9,18.2,3.0739
1987-12-28,23.9,18.8,28.9,18.2,71.7,0.0,2.2,19.5,3.1716
1987-12-29,25.2,20.7,29.8,20.2,74.6,0.0,1.4,19.3,3.3354
1987-12-30,25.1,21.4,30.0,20.0,74.4,0.0,2.6,19.8,3.2856
1987-12-31,23.3,19.4,28.4,17.4,71.4,0.0,3.0,19.9,3.1483
1988-01-01,22.9,18.6,28.2,17.1,71.3,0.0,2.8,17.4,3.084
1988-01-02,23.8,17.9,29.2,17.0,67.6,0.0,1.7,18.3,3.2006
1988-01-03,24.7,19.3,29.9,18.2,68.5,0.0,1.6,17.0,3.1078
1988-01-04,25.4,20.5,30.3,19.3,70.5,0.0,1.5,17.9,2.912
1988-01-05,25.4,21.3,29.8,20.2,74.0,0.0,1.6,15.1,2.8063
1988-01-06,25.3,21.3,29.8,19.7,72.6,0.0,1.3,18.8,3.0932
1988-01-07,25.1,20.1,30.9,18.0,66.8,0.0,1.8,20.1,3.0998
1988-01-08,24.6,19.8,31.0,17.1,65.4,0.0,2.1,19.6,3.4126
1988-01-09,24.2,18.5,30.6,15.8,63.1,0.0,2.1,20.3,3.4079
1988-01-10,25.2,19.4,31.2,18.2,67.3,0.0,1.9,20.0,3.4586
1988-01-11,26.3,21.2,31.4,19.9,69.6,0.0,1.5,19.7,3.2027
1988-01-12,26.7,22.5,31.4,20.9,72.3,0.0,1.8,19.5,3.0806
1988-01-13,26.3,22.0,31.4,20.4,71.6,0.0,1.4,19.3,3.1381
1988-01-14,26.9,21.7,32.3,19.5,66.6,0.0,1.2,19.4,2.9744
1988-01-15,27.0,21.8,33.0,19.5,66.4,0.0,1.5,19.4,3.2469
1988-01-16,26.7,21.3,32.6,19.6,67.9,0.0,1.7,19.4,3.2664
1988-01-17,26.7,22.0,32.4,19.5,67.0,0.0,1.7,20.7,3.3662
1988-01-18,26.0,21.1,32.3,18.2,65.2,0.0,2.4,20.9,3.4488
1988-01-19,26.0,20.0,32.7,17.0,61.8,0.0,1.9,21.5,3.2694
1988-01-20,25.9,20.8,31.2,17.0,60.5,0.0,1.4,21.7,3.001
1988-01-21,25.5,21.0,30.8,16.6,60.4,0.0,1.2,22.2,2.955
1988-01-22,25.5,19.3,32.5,15.1,57.1,0.0,1.8,20.5,3.4052
1988-01-23,25.6,19.6,32.5,16.5,60.8,0.0,1.7,21.0,3.2685
1988-01-24,26.0,20.8,32.0,18.2,64.8,0.0,1.2,18.5,2.9524
1988-01-25,26.5,21.0,32.5,18.7,64.9,0.0,1.3,20.9,2.569
1988-01-26,27.1,21.8,33.1,19.9,67.2,0.0,1.3,21.0,2.992
1988-01-27,27.8,22.7,34.1,19.6,64.7,0.0,1.7,21.5,3.6582
1988-01-28,27.7,22.4,34.0,19.1,63.2,0.0,1.8,21.7,3.602
1988-01-29,27.5,21.8,34.1,18.6,61.8,0.0,1.8,20.0,3.668
1988-01-30,26.8,20.6,34.2,16.0,56.2,0.0,2.4,21.6,3.8389
1988-01-31,26.6,19.9,34.0,16.4,58.5,0.0,2.3,21.5,3.7248
1988-02-01,26.4,19.6,34.1,14.8,54.2,0.0,2.0,21.9,3.9711
1988-02-02,26.8,20.2,34.5,15.3,55.0,0.0,1.8,18.9,3.8308
1988-02-03,27.0,20.0,34.9,16.0,57.4,0.0,1.6,20.9,3.2698
1988-02-04,27.9,21.3,35.9,17.6,59.2,0.0,1.9,20.4,2.9801
1988-02-05,28.0,23.0,34.6,19.8,65.4,0.0,1.4,22.3,2.6627
1988-02-06,27.2,22.1,33.7,18.6,64.7,0.0,1.6,22.4,2.6396
1988-02-07,27.7,23.2,34.4,19.0,64.4,0.0,1.6,22.6,2.6791
1988-02-08,27.9,23.4,34.2,19.5,63.9,0.0,1.6,20.8,2.4338
1988-02-09,27.9,23.4,34.0,19.9,64.9,0.1,1.8,20.7,2.4017
1988-02-10,28.5,23.3,35.2,19.2,61.9,0.1,1.7,21.9,2.6797
1988-02-11,28.7,23.7,35.6,19.5,62.3,0.0,1.8,21.4,3.1342
1988-02-12,28.8,23.5,35.7,18.8,58.9,0.0,1.9,21.4,3.2136
1988-02-13,29.0,24.3,35.2,20.0,61.1,0.0,1.4,22.7,2.791
1988-02-14,29.2,24.8,35.2,20.6,62.4,0.0,1.8,21.0,2.9762
1988-02-15,29.1,25.6,35.0,21.2,64.4,0.1,1.6,18.3,2.5573
1988-02-16,29.3,25.0,35.2,21.5,65.3,1.0,1.7,22.2,2.5355
1988-02-17,30.0,25.3,36.5,21.0,62.4,0.2,1.5,21.2,2.5367
1988-02-18,30.4,25.3,37.5,20.1,59.4,0.0,1.2,23.3,2.7787
1988-02-19,30.3,24.6,37.5,17.6,51.8,0.0,1.2,23.6,3.4536
1988-02-20,29.8,23.6,37.1,17.1,51.4,0.0,1.6,22.5,3.1469
1988-02-21,30.0,25.1,37.0,19.8,58.5,0.0,1.6,22.2,2.5252
1988-02-22,30.1,25.4,36.8,20.8,61.1,0.0,1.6,22.2,2.7224
1988-02-23,30.3,25.7,36.7,21.1,61.9,0.0,1.7,22.2,2.3493
1988-02-24,30.2,26.0,36.9,21.7,64.1,0.0,2.0,22.7,2.8759
1988-02-25,30.5,25.7,37.5,21.6,62.6,0.1,1.9,22.1,2.374
1988-02-26,30.8,26.0,37.6,21.7,61.8,0.1,2.1,22.2,2.8357
1988-02-27,31.0,26.4,37.1,21.3,59.4,0.0,1.8,22.4,2.6758
1988-02-28,30.4,27.0,34.4,21.3,60.8,0.3,1.3,18.7,2.3801
1988-02-29,30.3,26.6,35.0,21.2,60.2,0.1,1.6,15.7,2.9987
1988-03-01,28.2,26.3,31.0,22.9,74.1,13.0,1.2,20.0,2.7358
1988-03-02,27.9,25.8,31.2,23.1,76.3,3.1,1.2,16.4,3.0162
1988-03-03,28.6,25.7,33.1,22.7,72.2,0.4,1.1,20.1,2.785
1988-03-04,29.4,25.6,34.6,22.2,68.3,0.3,1.5,21.8,3.0446
1988-03-05,29.3,26.4,34.1,22.2,67.2,0.4,1.1,22.8,2.7246
1988-03-06,29.6,26.1,34.7,22.0,66.0,2.6,1.7,16.0,2.5234
1988-03-07,29.4,25.7,33.8,21.7,65.8,1.0,1.7,19.8,2.8397
1988-03-08,29.6,25.3,34.8,19.5,58.6,0.0,1.1,25.0,3.137
1988-03-09,29.2,23.2,36.0,17.2,53.6,0.0,1.7,24.5,3.5167
1988-03-10,29.5,24.0,36.8,18.0,55.3,0.0,1.2,24.4,3.5209
1988-03-11,30.0,25.3,36.8,20.4,60.1,0.0,1.3,22.4,3.4912
1988-03-12,30.5,25.5,37.4,20.8,60.8,0.0,1.7,24.8,3.0927
1988-03-13,30.6,25.9,37.2,22.1,64.4,0.0,1.9,24.7,2.9683
1988-03-14,30.6,26.6,36.7,22.0,63.1,0.0,1.7,23.5,2.2659
1988-03-15,31.2,26.2,38.0,21.1,59.8,0.0,1.8,24.0,2.6257
1988-03-16,30.4,26.9,35.8,21.8,63.3,0.0,1.7,13.8,3.0016
1988-03-17,29.3,26.6,33.9,22.9,70.1,0.5,2.0,17.8,2.935
1988-03-18,29.0,25.7,33.6,22.8,71.2,1.3,1.9,22.6,3.4246
1988-03-19,29.3,25.9,34.5,23.4,72.5,1.3,2.2,22.1,2.7236
1988-03-20,30.2,25.6,37.0,22.1,65.2,0.2,2.4,22.3,3.3471
1988-03-21,29.4,26.6,34.5,22.4,67.9,2.5,2.7,14.2,3.17
1988-03-22,30.0,25.7,35.9,21.8,64.1,0.3,2.2,25.4,2.8028
1988-03-23,29.6,26.9,34.2,22.0,64.9,0.0,2.3,24.4,2.6663
1988-03-24,29.6,25.1,35.9,20.2,59.9,0.0,2.5,24.7,2.8309
1988-03-25,29.8,24.8,36.3,20.0,59.1,0.0,2.6,23.8,3.0045
1988-03-26,29.8,24.9,36.5,19.6,59.1,0.0,2.8,21.4,2.5839
1988-03-27,29.6,25.0,35.8,20.3,61.3,0.2,3.4,18.5,3.092
1988-03-28,29.3,24.2,36.4,18.5,56.9,0.1,3.0,23.6,2.9757
1988-03-29,29.7,24.9,36.4,19.6,58.6,0.0,3.0,23.4,2.9855
1988-03-30,30.0,25.7,36.0,20.9,61.3,0.0,2.8,25.8,2.6586
1988-03-31,30.2,26.6,36.4,21.5,62.1,0.0,2.8,24.4,2.7474
1988-04-01,29.9,26.3,35.3,20.7,60.2,0.0,2.4,22.0,2.4943
1988-04-02,29.8,25.7,35.4,21.6,63.6,0.0,2.3,26.7,2.697
1988-04-03,30.8,25.9,37.6,21.3,61.4,0.0,1.8,25.3,2.7467
1988-04-04,31.0,26.3,38.1,21.5,61.9,0.0,1.9,27.3,2.9106
1988-04-05,30.3,26.6,36.5,22.4,65.6,0.0,2.1,24.6,2.9362
1988-04-06,29.6,26.8,34.2,22.8,68.1,0.3,2.3,11.7,2.9469
1988-04-07,29.0,26.6,33.4,23.8,74.7,12.9,2.1,19.1,3.0848
1988-04-08,29.3,26.4,33.9,24.1,75.6,4.7,1.4,25.3,3.3637
1988-04-09,29.3,26.8,32.9,24.1,75.3,0.6,0.9,26.3,3.2866
1988-04-10,29.3,26.3,34.4,23.5,73.5,16.9,1.5,17.3,3.7928
1988-04-11,29.0,25.6,34.4,23.6,75.5,28.6,1.2,7.8,3.2747
1988-04-12,28.4,26.0,32.4,24.1,79.2,15.5,1.1,15.0,2.9817
1988-04-13,27.8,25.8,31.0,23.8,79.6,1.6,1.2,15.9,2.93
1988-04-14,27.8,25.3,31.5,24.2,81.6,14.8,2.1,20.5,2.942
1988-04-15,27.6,26.0,29.8,23.4,79.1,4.9,1.4,22.1,3.2174
1988-04-16,28.6,25.3,33.0,22.9,73.3,1.7,1.6,23.3,3.3296
1988-04-17,29.1,26.1,33.7,23.9,75.5,3.9,1.2,19.0,3.5882
1988-04-18,28.4,25.9,32.6,24.0,78.2,15.2,1.5,26.6,3.2477
1988-04-19,28.4,25.6,32.3,24.0,78.1,9.2,1.7,24.6,3.3349
1988-04-20,28.7,26.2,32.9,24.5,78.8,1.9,1.9,10.6,3.2523
1988-04-21,28.7,25.6,33.0,23.4,74.3,0.5,2.2,13.1,3.2148
1988-04-22,28.9,26.1,33.2,23.1,71.9,0.5,1.6,25.0,2.8301
1988-04-23,29.3,25.9,34.0,23.6,73.2,0.3,1.6,23.3,3.6062
1988-04-24,28.8,26.6,32.5,24.0,76.4,1.4,1.6,24.2,3.5547
1988-04-25,29.4,25.7,34.2,23.5,72.6,6.4,1.3,27.0,3.3054
1988-04-26,29.4,26.1,34.4,23.2,71.5,4.9,1.6,19.8,3.6333
1988-04-27,28.6,26.5,32.2,23.6,75.5,0.5,1.9,24.2,3.2009
1988-04-28,28.5,25.7,32.3,23.9,76.9,10.0,2.1,21.9,2.7782
1988-04-29,28.4,25.9,31.8,24.3,79.0,4.0,3.1,21.9,2.9592
1988-04-30,28.6,26.2,32.2,24.6,79.9,10.6,3.3,24.2,3.4014
1988-05-01,27.9,26.5,30.3,25.2,85.6,42.6,3.1,16.6,3.1502
1988-05-02,27.8,26.5,29.8,25.6,88.4,27.1,2.2,24.1,2.8265
1988-05-03,28.2,26.3,31.0,25.6,86.4,4.9,2.2,20.8,3.0517
1988-05-04,27.8,25.9,30.8,24.6,83.3,2.2,1.5,16.6,3.0886
1988-05-05,27.6,26.0,30.1,24.8,85.1,4.8,1.6,18.2,2.5784
1988-05-06,27.8,25.6,30.6,24.7,83.9,4.2,1.7,24.4,2.582
1988-05-07,27.9,25.7,30.8,25.0,84.7,0.0,2.0,25.1,2.5929
1988-05-08,28.3,25.4,31.9,25.0,83.4,0.0,1.9,22.8,2.0024
1988-05-09,28.0,26.0,30.9,25.0,83.9,0.0,2.2,19.9,2.4548
1988-05-10,27.8,25.7,30.6,24.7,83.8,0.3,2.3,19.8,2.4244
1988-05-11,28.1,25.7,31.4,24.2,80.4,0.1,2.4,24.2,2.5943
1988-05-12,27.3,24.2,31.2,23.4,80.1,0.0,2.7,24.6,3.4027
1988-05-13,28.1,25.2,31.8,24.0,79.2,0.2,2.5,23.0,2.3282
1988-05-14,28.3,25.7,32.1,24.3,79.3,0.5,2.7,21.0,2.2572
1988-05-15,28.4,26.2,31.9,24.1,78.4,0.8,2.5,20.3,1.9593
1988-05-16,28.4,25.6,31.8,24.1,78.7,0.4,3.2,12.8,2.0075
1988-05-17,28.3,26.1,31.6,24.0,78.2,0.6,3.5,21.1,1.9256
1988-05-18,28.3,26.5,31.3,24.2,78.8,0.3,4.3,21.8,2.1272
1988-05-19,28.6,26.7,31.8,24.2,77.4,0.8,4.1,24.6,2.5602
1988-05-20,28.7,26.1,32.6,23.5,74.3,0.4,3.4,23.8,2.2743
1988-05-21,28.5,26.0,31.6,23.9,77.1,0.4,3.2,25.8,3.0766
1988-05-22,27.4,25.8,29.7,23.7,81.1,0.4,3.6,22.6,2.8659
1988-05-23,27.8,25.6,30.6,23.4,78.1,0.3,3.3,22.3,2.8166
1988-05-24,27.2,25.2,29.9,23.6,81.2,1.7,2.7,21.7,2.4187
1988-05-25,27.7,25.6,30.7,24.3,82.2,2.0,2.6,18.7,2.1684
1988-05-26,27.9,26.0,31.0,24.9,84.6,1.1,2.6,23.6,2.5636
1988-05-27,27.9,25.1,31.4,23.6,78.8,0.2,2.5,16.7,1.9715
1988-05-28,27.4,25.8,30.2,24.4,84.1,6.2,2.8,17.6,2.7955
1988-05-29,27.0,24.9,29.6,23.7,82.8,1.4,2.4,20.9,2.5295
1988-05-30,27.5,25.6,30.6,24.2,82.6,0.7,2.9,18.1,2.1972
1988-05-31,27.5,25.3,30.8,23.8,81.0,0.3,2.1,20.1,2.6895
1988-06-01,27.9,25.1,31.8,23.8,79.4,1.3,3.0,22.2,2.7536
1988-06-02,26.6,25.3,28.6,24.2,86.9,30.2,3.6,3.2,2.3515
1988-06-03,26.2,25.2,28.0,24.3,89.3,23.6,2.7,17.6,2.2033
1988-06-04,25.8,24.6,27.9,23.7,88.1,18.8,3.1,18.0,2.4019
1988-06-05,25.7,24.7,27.2,24.1,90.9,36.3,4.2,17.6,1.4941
1988-06-06,25.9,24.5,27.8,24.1,89.5,20.2,3.0,23.9,1.6356
1988-06-07,26.3,25.0,28.4,24.0,87.6,19.3,4.2,10.3,2.0042
1988-06-08,25.6,24.6,26.9,23.8,89.6,45.7,4.4,7.9,1.7978
1988-06-09,25.8,24.9,27.6,23.6,87.6,55.2,4.6,8.0,2.1101
1988-06-10,26.2,24.4,28.3,24.0,88.0,18.3,3.5,14.2,2.0398
1988-06-11,26.4,24.9,28.6,24.6,89.7,10.2,3.0,15.3,2.3164
1988-06-12,26.5,24.8,28.9,24.1,87.1,7.2,2.7,22.0,2.3156
1988-06-13,26.5,24.7,29.1,23.7,84.7,1.7,2.8,22.1,2.5476
1988-06-14,26.9,24.9,29.5,24.0,84.2,1.4,3.1,22.8,2.5715
1988-06-15,27.0,24.8,29.7,24.0,83.9,1.1,2.8,21.4,2.4993
1988-06-16,27.0,25.2,29.3,24.5,86.2,3.3,3.1,21.5,2.1513
1988-06-17,26.8,25.4,28.5,24.9,89.4,8.4,2.5,18.9,2.5932
1988-06-18,26.7,25.0,28.9,24.8,89.4,4.6,2.3,21.1,2.4448
1988-06-19,26.9,24.8,29.6,24.5,87.0,1.6,2.3,20.2,2.4909
1988-06-20,26.8,25.0,29.2,24.6,87.9,2.1,2.6,18.3,2.0623
1988-06-21,26.2,24.5,28.3,24.1,87.9,3.7,2.6,20.8,2.1719
1988-06-22,25.9,24.4,27.9,23.4,86.6,3.5,2.0,19.4,2.7046
1988-06-23,26.4,24.9,28.4,24.1,87.5,2.8,2.6,20.9,2.5511
1988-06-24,26.9,25.3,29.2,24.7,88.2,8.6,3.4,18.4,1.9538
1988-06-25,25.8,23.6,28.4,23.0,85.0,48.7,3.2,17.7,2.1192
1988-06-26,25.6,23.4,28.3,23.0,86.1,36.7,3.0,15.2,2.1558
1988-06-27,24.5,23.4,26.3,22.4,88.1,14.3,2.4,14.4,1.9448
1988-06-28,25.3,23.3,27.7,22.8,86.1,6.0,2.6,21.6,2.0515
1988-06-29,25.6,23.2,28.6,23.0,85.9,5.8,1.7,21.4,2.0537
1988-06-30,25.2,23.5,27.3,23.0,88.1,2.4,2.3,19.4,2.3847
1988-07-01,25.1,23.4,27.4,23.3,89.8,18.7,3.3,11.9,1.9907
1988-07-02,25.2,23.9,26.6,23.7,91.3,40.9,3.4,21.8,2.7416
1988-07-03,25.1,23.5,27.5,23.0,88.2,9.0,2.3,25.8,2.9084
1988-07-04,25.6,23.6,28.2,23.3,87.6,1.1,2.3,14.4,2.6678
1988-07-05,25.9,24.6,27.8,24.2,90.6,3.3,3.0,19.7,2.5013
1988-07-06,25.2,23.9,27.1,23.4,89.8,5.8,2.6,23.4,2.6022
1988-07-07,25.2,23.5,27.8,23.2,88.9,33.0,3.0,18.1,2.0984
1988-07-08,25.2,23.8,27.2,23.8,91.8,39.6,3.2,14.5,2.4024
1988-07-09,24.9,23.6,26.5,23.4,91.8,17.3,2.6,20.6,2.6437
1988-07-10,25.7,23.8,28.1,23.8,89.7,1.7,2.0,21.5,2.4348
1988-07-11,25.5,24.5,27.2,24.2,92.6,18.1,2.7,22.3,2.4568
1988-07-12,25.0,24.1,26.2,23.7,92.3,24.7,3.4,10.9,2.2693
1988-07-13,25.4,24.0,27.6,23.3,88.2,15.0,3.8,11.1,2.0383
1988-07-14,25.8,24.0,28.1,23.4,86.3,14.0,3.5,17.3,2.4715
1988-07-15,25.9,24.3,27.8,24.0,89.3,7.1,3.0,8.8,2.4572
1988-07-16,26.1,25.0,28.1,24.3,89.9,3.4,4.0,10.2,1.7752
1988-07-17,25.8,24.4,27.4,24.1,90.3,21.4,4.6,6.7,1.6706
1988-07-18,25.8,24.7,27.0,24.4,92.3,37.0,4.0,15.8,1.7334
1988-07-19,26.0,24.8,27.6,24.2,89.9,11.6,3.2,11.7,2.5975
1988-07-20,25.4,24.1,27.4,23.4,88.6,2.6,3.4,15.1,2.0902
1988-07-21,24.8,23.5,26.5,23.3,91.2,20.3,3.4,8.5,1.9524
1988-07-22,25.1,23.8,26.9,23.6,91.3,39.1,3.7,5.2,1.5022
1988-07-23,24.8,23.5,26.3,23.8,93.8,26.5,2.9,8.6,1.5238
1988-07-24,25.0,23.3,27.0,23.6,92.0,7.4,2.5,17.3,2.3779
1988-07-25,25.3,24.1,27.2,24.0,93.1,15.8,3.2,9.7,2.244
1988-07-26,24.6,23.4,26.4,23.2,91.8,11.8,2.7,11.6,2.1967
1988-07-27,24.7,23.2,26.6,23.1,90.9,6.2,2.4,10.7,2.455
1988-07-28,25.4,23.6,27.5,23.1,87.2,6.6,2.2,16.7,2.4898
1988-07-29,25.8,23.9,28.4,23.6,87.9,5.4,2.8,20.2,2.4706
1988-07-30,25.8,23.9,28.1,23.8,88.8,0.4,3.0,14.0,2.0343
1988-07-31,25.9,24.0,28.0,24.1,89.9,0.7,3.0,22.3,2.2232
1988-08-01,25.7,23.9,27.8,23.8,89.6,3.5,2.8,22.1,2.3408
1988-08-02,25.8,23.7,28.3,24.0,90.1,2.3,3.1,21.6,2.0877
1988-08-03,26.2,24.3,28.4,24.4,90.3,6.4,3.5,6.3,2.1758
